Surat,Ayat,Teks,processed_advanced
3,187,"(Ingatlah) ketika Allah membuat perjanjian dengan orang-orang yang telah diberi Alkitab (dengan berfirman), “Hendaklah kamu benar-benar menerangkan (isi Alkitab itu) kepada manusia dan janganlah kamu menyembunyikannya.” Lalu, mereka melemparkannya (janji itu) ke belakang punggung mereka (mengabaikannya) dan menukarnya dengan harga yang murah. Maka, itulah seburuk-buruk jual beli yang mereka lakukan.",buat janji beri alkitab hendak benar benar terang manusia jangan sembunyi lempar belakang punggung tukar harga murah itu buruk buruk jual beli laku
3,188,"Jangan sekali-kali kamu mengira bahwa orang yang gembira dengan apa (perbuatan buruk) yang telah mereka kerjakan dan suka dipuji atas perbuatan (yang mereka anggap baik) yang tidak mereka lakukan, kamu jangan sekali-kali mengira bahwa mereka akan lolos dari azab. Mereka akan mendapat azab yang sangat pedih.",jangan sekali kali ira gembira kerja suka puji atas buat laku jangan sekali kali ira lolos azab dapat azab pedih
3,189,Milik Allahlah kerajaan langit dan bumi. Allah Maha Kuasa atas segala sesuatu.,milik allah raja langit bumi maha kuasa atas segala
3,190,"Sesungguhnya dalam penciptaan langit dan bumi serta pergantian malam dan siang terdapat tanda-tanda (kebesaran Allah) bagi orang yang berakal,",cipta langit bumi ganti malam siang dapat tanda tanda akal
3,191,"(yaitu) orang-orang yang mengingat Allah sambil berdiri, duduk, atau dalam keadaan berbaring, dan memikirkan tentang penciptaan langit dan bumi (seraya berkata), “Ya Tuhan kami, tidaklah Engkau menciptakan semua ini sia-sia. Maha Suci Engkau. Lindungilah kami dari azab neraka.",ingat diri duduk ada baring pikir cipta langit bumi tidak cipta sia sia maha suci lindung azab neraka
3,192,"Ya Tuhan kami, sesungguhnya orang yang Engkau masukkan ke dalam neraka, maka Engkau benar-benar telah menghinakannya dan tidak ada seorang penolong pun bagi orang yang zalim.",masuk neraka benar benar hina orang tolong bagi zalim
3,193,"Ya Tuhan kami, sesungguhnya kami mendengar orang yang menyeru pada keimanan, yaitu ‘Berimanlah kamu kepada Tuhanmu,’ maka kami pun beriman. Ya Tuhan kami, ampunilah dosa-dosa kami, hapuskanlah kesalahan-kesalahan kami, dan wafatkanlah kami beserta orang-orang yang selalu berbuat kebaikan.",dengar seru iman rim tuhan iman ampun dosa dosa hapus salah salah wafat serta selalu buat baik
3,194,"Ya Tuhan kami, anugerahilah kami apa yang telah Engkau janjikan kepada kami melalui rasul-rasul-Mu dan janganlah Engkau hinakan kami pada hari Kiamat. Sesungguhnya Engkau tidak pernah mengingkari janji.”",anugerah janji rasul rasul jangan hina hari kiamat pernah ingkar janji
3,195,"Maka, Tuhan mereka memperkenankan permohonannya (dengan berfirman), “Sesungguhnya Aku tidak menyia-nyiakan perbuatan orang yang beramal di antara kamu, baik laki-laki maupun perempuan, (karena) sebagian kamu adalah (keturunan) dari sebagian yang lain. Maka, orang-orang yang berhijrah, diusir dari kampung halamannya, disakiti pada jalan-Ku, berperang, dan terbunuh, pasti akan Aku hapus kesalahan mereka dan pasti Aku masukkan mereka ke dalam surga-surga yang mengalir di bawahnya sungai-sungai sebagai pahala dari Allah. Di sisi Allahlah ada pahala yang baik.”",kenan mohon sia nyiakan buat amal baik laki laki maupun perempuan bagi bagi lain hijrah usir kampung halaman sakit jalan perang bunuh hapus salah masuk surga surga alir bawah sungai sungai pahala sisi allah pahala baik
3,196,Jangan sekali-kali kamu teperdaya oleh bolak-balik perjalanan orang-orang yang kufur di seluruh negeri.,jangan sekali kali daya bolak balik jalan kufur seluruh negeri
3,197,"(Semua itu hanyalah) kesenangan sementara, kemudian tempat kembali mereka ialah (neraka) Jahanam. Itulah seburuk-buruk tempat tinggal.",senang tempat jahanam buruk buruk tempat tinggal
3,198,"Akan tetapi, orang-orang yang bertakwa kepada Tuhannya, mereka akan mendapat surga-surga yang mengalir di bawahnya sungai-sungai dan mereka kekal di dalamnya sebagai karunia dari Allah. Apa yang di sisi Allah itu lebih baik bagi orang-orang yang selalu berbuat baik.",takwa tuhan dapat surga surga alir bawah sungai sungai kekal dalam karunia sisi baik selalu buat baik
3,199,Sesungguhnya di antara Ahlulkitab ada yang beriman kepada Allah dan pada apa yang diturunkan kepada kamu dan yang diturunkan kepada mereka. Mereka berendah hati kepada Allah dan tidak menukarkan ayat-ayat Allah dengan harga murah. Mereka itu memperoleh pahala di sisi Tuhannya. Sesungguhnya Allah Maha Cepat perhitungan-Nya.,ahlulkitab iman turun turun rendah hati tukar ayat ayat harga murah oleh pahala sisi tuhan maha cepat hitung
3,200,"Wahai orang-orang yang beriman, bersabarlah kamu, kuatkanlah kesabaranmu, tetaplah bersiap siaga di perbatasan (negerimu), dan bertakwalah kepada Allah agar kamu beruntung.",wahai iman sabar kuat sabar tetap siap siaga batas takwa untung
4,1,"Wahai manusia, bertakwalah kepada Tuhanmu yang telah menciptakanmu dari diri yang satu (Adam) dan Dia menciptakan darinya pasangannya (Hawa). Dari keduanya Allah memperkembangbiakkan laki-laki dan perempuan yang banyak.) Bertakwalah kepada Allah yang dengan nama-Nya kamu saling meminta dan (peliharalah) hubungan kekeluargaan. Sesungguhnya Allah selalu menjaga dan mengawasimu.",wahai manusia takwa tuhan cipta diri satu cipta dari pasang dua memperkembangbiakkan laki laki perempuan takwa nama saling minta hubung keluarga selalu jaga awas
4,2,Berikanlah kepada anak-anak yatim (yang sudah dewasa) harta mereka. Janganlah kamu menukar yang baik dengan yang buruk dan janganlah kamu makan harta mereka bersama hartamu. Sesungguhnya (tindakan menukar dan memakan) itu adalah dosa yang besar.,beri anak anak yatim harta jangan tukar baik buruk jangan makan harta sama harta dosa besar
4,3,"Jika kamu khawatir tidak akan mampu berlaku adil terhadap (hak-hak) perempuan yatim (bilamana kamu menikahinya), nikahilah perempuan (lain) yang kamu senangi: dua, tiga, atau empat. Akan tetapi, jika kamu khawatir tidak akan mampu berlaku adil, (nikahilah) seorang saja atau hamba sahaya perempuan yang kamu miliki. Yang demikian itu lebih dekat untuk tidak berbuat zalim.",khawatir mampu laku adil perempuan yatim nikah perempuan senang tiga empat khawatir mampu laku adil orang hamba sahaya perempuan milik dekat buat zalim
4,4,"Berikanlah mahar kepada wanita (yang kamu nikahi) sebagai pemberian yang penuh kerelaan. Kemudian, jika mereka menyerahkan kepada kamu sebagian dari (mahar) itu dengan senang hati, terimalah dan nikmatilah pemberian itu dengan senang hati.",beri mahar wanita beri penuh rela serah bagi senang hati terima nikmat beri senang hati
4,5,Janganlah kamu serahkan kepada orang-orang yang belum sempurna akalnya harta (mereka yang ada dalam kekuasaan)-mu yang Allah jadikan sebagai pokok kehidupanmu. Berilah mereka belanja dan pakaian dari (hasil harta) itu dan ucapkanlah kepada mereka perkataan yang baik.,jangan serah sempurna akal harta jadi pokok hidup ilah belanja pakai ucap kata baik
4,6,"Ujilah anak-anak yatim itu (dalam hal mengatur harta) sampai ketika mereka cukup umur untuk menikah. Lalu, jika menurut penilaianmu mereka telah pandai (mengatur harta), serahkanlah kepada mereka hartanya. Janganlah kamu memakannya (harta anak yatim) melebihi batas kepatutan dan (janganlah kamu) tergesa-gesa (menghabiskannya) sebelum mereka dewasa. Siapa saja (di antara pemelihara itu) mampu, maka hendaklah dia menahan diri (dari memakan harta anak yatim itu) dan siapa saja yang fakir, maka bolehlah dia makan harta itu menurut cara yang baik. Kemudian, apabila kamu menyerahkan harta itu kepada mereka, hendaklah kamu adakan saksi-saksi. Cukuplah Allah sebagai pengawas.",uji anak anak yatim sampai cukup umur meni turut nilai pandai serah harta jangan makan lebih batas patut gesa gesa dewasa siapa mampu hendak tahan diri siapa fakir boleh makan harta turut cara baik apabila serah harta hendak adakan saksi saksi cukup awas
4,7,"Bagi laki-laki ada hak bagian dari harta peninggalan kedua orang tua dan kerabatnya dan bagi perempuan ada hak bagian (pula) dari harta peninggalan kedua orang tua dan kerabatnya, baik sedikit maupun banyak, menurut bagian yang telah ditetapkan.",laki laki hak bagi harta tinggal dua tua kerabat bagi perempuan hak bagi harta tinggal dua tua kerabat baik sedikit maupun bagi tetap
4,8,"Apabila (saat) pembagian itu hadir beberapa kerabat,) anak-anak yatim, dan orang-orang miskin, berilah mereka sebagian dari harta itu) dan ucapkanlah kepada mereka perkataan yang baik.",apabila bagi hadir kerabat anak anak yatim miskin ilah bagi harta ucap kata baik
4,9,"Hendaklah merasa takut orang-orang yang seandainya (mati) meninggalkan setelah mereka, keturunan yang lemah (yang) mereka khawatir terhadapnya. Maka, bertakwalah kepada Allah dan berbicaralah dengan tutur kata yang benar (dalam hal menjaga hak-hak keturunannya).",hendak rasa takut anda tinggal turun lemah khawatir hadap takwa bicara tutur kata benar
4,10,"Sesungguhnya orang-orang yang memakan harta anak yatim secara zalim, sebenarnya mereka itu menelan api dalam perutnya dan mereka akan masuk ke dalam api yang menyala-nyala (neraka).",makan harta anak yatim zalim benar tel api perut masuk api nyala nyala
4,11,"Allah mensyariatkan (mewajibkan) kepadamu tentang (pembagian warisan untuk) anak-anakmu, (yaitu) bagian seorang anak laki-laki sama dengan bagian dua orang anak perempuan.) Jika anak itu semuanya perempuan yang jumlahnya lebih dari dua, bagian mereka dua pertiga dari harta yang ditinggalkan. Jika dia (anak perempuan) itu seorang saja, dia memperoleh setengah (harta yang ditinggalkan). Untuk kedua orang tua, bagian masing-masing seperenam dari harta yang ditinggalkan, jika dia (yang meninggal) mempunyai anak. Jika dia (yang meninggal) tidak mempunyai anak dan dia diwarisi oleh kedua orang tuanya (saja), ibunya mendapat sepertiga. Jika dia (yang meninggal) mempunyai beberapa saudara, ibunya mendapat seperenam. (Warisan tersebut dibagi) setelah (dipenuhi) wasiat yang dibuatnya atau (dan dilunasi) utangnya. (Tentang) orang tuamu dan anak-anakmu, kamu tidak mengetahui siapa di antara mereka yang lebih banyak manfaatnya bagimu. Ini adalah ketetapan Allah. Sesungguhnya Allah adalah Maha Mengetahui lagi Maha Bijaksana.",syariat kepada anak anak bagi orang anak laki laki sama bagi anak perempuan anak semua perempuan jumlah dua bagi dua tiga harta tinggal orang oleh tengah dua tua bagi masing masing enam harta tinggal anak anak waris dua tua ibu dapat tiga saudara ibu dapat enam wasiat buat utang tua anak anak tahu siapa manfaat bagi tetap maha tahu maha bijaksana
4,12,"Bagimu (para suami) seperdua dari harta yang ditinggalkan oleh istri-istrimu, jika mereka tidak mempunyai anak. Jika mereka (istri-istrimu) itu mempunyai anak, kamu mendapat seperempat dari harta yang ditinggalkannya setelah (dipenuhi) wasiat yang mereka buat atau (dan setelah dibayar) utangnya. Bagi mereka (para istri) seperempat harta yang kamu tinggalkan jika kamu tidak mempunyai anak. Jika kamu mempunyai anak, bagi mereka (para istri) seperdelapan dari harta yang kamu tinggalkan (setelah dipenuhi) wasiat yang kamu buat atau (dan setelah dibayar) utang-utangmu. Jika seseorang, baik laki-laki maupun perempuan, meninggal dunia tanpa meninggalkan ayah dan anak, tetapi mempunyai seorang saudara laki-laki (seibu) atau seorang saudara perempuan (seibu), bagi masing-masing dari kedua jenis saudara itu seperenam harta. Akan tetapi, jika mereka (saudara-saudara seibu itu) lebih dari seorang, mereka bersama-sama dalam bagian yang sepertiga itu, setelah (dipenuhi wasiat) yang dibuatnya atau (dan setelah dibayar) utangnya dengan tidak menyusahkan (ahli waris).) Demikianlah ketentuan Allah. Allah Maha Mengetahui lagi Maha Penyantun.",bagi dua harta tinggal istri istri anak anak dapat empat harta tinggal wasiat buat utang empat harta tinggal anak anak delap harta tinggal wasiat buat utang utang orang baik laki laki maupun perempuan tinggal dunia tinggal ayah anak orang saudara laki laki orang saudara perempuan masing masing dua jenis saudara enam harta orang sama sama bagi tiga buat utang susah demikian tentu maha tahu maha santun
4,13,"Itu adalah batas-batas (ketentuan) Allah. Siapa saja yang taat kepada Allah dan Rasul-Nya, Dia akan memasukkannya ke dalam surga-surga yang mengalir di bawahnya sungai-sungai. (Mereka) kekal di dalamnya. Itulah kemenangan yang sangat besar.",batas batas siapa taat rasul masuk surga surga alir bawah sungai sungai kekal dalam menang besar
4,14,"Siapa saja yang mendurhakai Allah dan Rasul-Nya serta melanggar batas-batas ketentuan-Nya, niscaya Dia akan memasukkannya ke dalam api neraka. (Dia) kekal di dalamnya. Baginya azab yang menghinakan.",siapa durhaka rasul langgar batas batas tentu niscaya masuk api neraka kekal dalam bagi azab hina
4,15,"Para wanita yang melakukan perbuatan keji) di antara wanita-wanita kamu, maka mintalah kesaksian atas (perbuatan keji)-nya dari empat orang di antara kamu. Apabila mereka telah memberikan kesaksian, tahanlah mereka (para wanita itu) dalam rumah sampai mereka menemui ajal atau sampai Allah memberi jalan (yang lain) kepadanya.)",wanita laku buat keji wanita wanita minta saksi atas empat apabila beri saksi tahan rumah temu ajal sampai beri jalan kepada
4,16,"(Jika ada) dua orang di antara kamu yang melakukannya (perbuatan keji), berilah hukuman kepada keduanya. Jika keduanya bertobat dan memperbaiki diri, biarkanlah mereka. Sesungguhnya Allah adalah Maha Penerima tobat lagi Maha Penyayang.",laku ilah hukum dua dua tobat baik diri biar maha terima tobat maha sayang
4,17,"Sesungguhnya tobat yang pasti diterima Allah itu hanya bagi mereka yang melakukan keburukan karena kebodohan, kemudian mereka segera bertobat. Merekalah yang Allah terima tobatnya. Allah Maha Mengetahui lagi Maha Bijaksana.",tobat pasti terima hanya laku keburu bodoh segera tobat mereka terima tobat maha tahu maha bijaksana
4,18,"Tidaklah tobat itu (diterima Allah) bagi orang-orang yang melakukan keburukan sehingga apabila datang ajal kepada seorang di antara mereka, (barulah) dia mengatakan, “Saya benar-benar bertobat sekarang.” Tidak (pula) bagi orang-orang yang meninggal dunia, sementara mereka di dalam kekufuran. Telah Kami sediakan azab yang sangat pedih bagi mereka.",tidak tobat laku keburu apabila datang ajal orang benar benar tobat sekarang bagi tinggal dunia kufur sedia azab pedih bagi
4,19,"Wahai orang-orang yang beriman, tidak halal bagi kamu mewarisi perempuan dengan jalan paksa.) Janganlah kamu menyusahkan mereka karena hendak mengambil kembali sebagian dari apa yang telah kamu berikan kepadanya, kecuali apabila mereka melakukan perbuatan keji yang nyata. Pergaulilah mereka dengan cara yang patut. Jika kamu tidak menyukai mereka, (bersabarlah) karena boleh jadi kamu tidak menyukai sesuatu, padahal Allah menjadikan kebaikan yang banyak di dalamnya.",wahai iman halal waris perempuan jalan paksa jangan susah hendak ambil bagi ikan kepada apabila laku buat keji nyata gaul cara patut suka suka padahal jadi baik dalam
4,20,"Jika kamu ingin mengganti istri dengan istri yang lain, sedangkan kamu telah memberikan kepada salah seorang di antara mereka harta yang banyak (sebagai mahar), janganlah kamu mengambilnya kembali sedikit pun. Apakah kamu akan mengambilnya kembali dengan cara dusta dan dosa yang nyata?",ganti istri istri lain beri salah orang harta jangan ambil sedikit apakah ambil cara dusta dosa nyata
4,21,"Bagaimana kamu akan mengambilnya (kembali), padahal kamu telah menggauli satu sama lain (sebagai suami istri) dan mereka pun (istri-istrimu) telah membuat perjanjian yang kuat (ikatan pernikahan) denganmu?",ambil padahal gaul satu sama pun buat janji kuat dengan
4,22,"Janganlah kamu menikahi wanita-wanita yang telah dinikahi oleh ayahmu, kecuali (kejadian pada masa) yang telah lampau. Sesungguhnya (perbuatan) itu sangat keji dan dibenci (oleh Allah) dan seburuk-buruk jalan (yang ditempuh).",jangan nikah wanita wanita nikah ayah lampau keji benci buruk buruk jalan
4,23,"Diharamkan atas kamu (menikahi) ibu-ibumu, anak-anak perempuanmu, saudara-saudara perempuanmu, saudara-saudara perempuan ayahmu, saudara-saudara perempuan ibumu, anak-anak perempuan dari saudara laki-lakimu, anak-anak perempuan dari saudara perempuanmu, ibu yang menyusuimu, saudara-saudara perempuanmu sesusuan, ibu istri-istrimu (mertua), anak-anak perempuan dari istrimu (anak tiri) yang dalam pemeliharaanmu) dari istri yang telah kamu campuri, tetapi jika kamu belum bercampur dengan istrimu itu (dan sudah kamu ceraikan), tidak berdosa bagimu (menikahinya), (dan diharamkan bagimu) istri-istri anak kandungmu (menantu), dan (diharamkan pula) mengumpulkan (dalam pernikahan) dua perempuan yang bersaudara, kecuali (kejadian pada masa) yang telah lampau. Sesungguhnya Allah adalah Maha Pengampun lagi Maha Penyayang.",haram atas ibu ibu anak anak perempuan saudara saudara perempuan saudara saudara perempuan ayah saudara saudara perempuan ibu anak anak perempuan saudara laki laki anak anak perempuan saudara perempuan ibu susu saudara saudara perempuan susu ibu istri istri anak anak perempuan istri pelihara istri campur campur istri dosa bagi istri istri anak kandung kumpul perempuan saudara lampau maha kam maha sayang
